institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
NNDD194,Georgia Gwinnett College,213370.86,2.9,75.04,222.63,93.55,1051,63894,98.36,1.64
TNIN764,University of Kentucky (Kentucky or UK),177618.75,6.2,84.89,287.57,88.01,4298,59500,92.78,7.22
IIII179,Florida Gulf Coast University (FGCU),216439.92,1.9,65.63,166.54,93.42,4510,32583,86.16,13.84
MMRA264,Central Connecticut State University (CCSU),199876.35,5.4,82.14,156.82,96.54,3514,45690,92.31,7.69
NNND136,"University of California, Riverside (UC Riverside)",200141.65,1.7,57.73,269.67,98.87,1413,58783,97.60,2.40
ITNI724,Western Kentucky University (WKU),200568.68,4.5,61.25,256.46,88.43,1142,41002,97.21,2.79
NDIA124,Georgia Highlands College,157740.37,2.0,98.1,211.23,85.02,3344,71370,95.31,4.69
ITIT650,Georgia Highlands College,237538.81,3.3,91.9,286.15,86.04,1820,55004,96.69,3.31
ANIA185,Georgia State University (GSU),159031.05,4.3,52.55,259.52,81.59,4476,31574,85.82,14.18
EEEA213,"California State University, Dominguez Hills (CSUDH)",167857.41,5.1,79.08,324.58,93.18,2578,59489,95.67,4.33
ANDA196,University of Massachusetts Boston (UMass Boston),213609.32,2.7,51.12,292.63,76.1,2325,18885,87.69,12.31
SSSN783,Florida Gulf Coast University (FGCU),164784.9,7.3,52.11,329.92,98.52,1179,30126,96.09,3.91
IINA164,"University of California, San Diego (UC San Diego)",212142.97,7.0,94.16,317.73,90.46,1309,29322,95.54,4.46
AJAJ480,"University of California, Berkeley (UC Berkeley)",171806.27,8.2,97.41,154.46,94.89,4667,51484,90.94,9.06
NNII160,"California State University, Dominguez Hills (CSUDH)",249755.64,6.1,90.38,300.49,95.61,4617,43699,89.43,10.57
EERR264,University of Massachusetts Lowell (UMass Lowell),199715.71,1.5,72.38,251.81,76.64,1476,45441,96.75,3.25
IAAI162,Georgia College and State University,205143.42,6.8,79.53,187.54,79.26,4313,35696,87.92,12.08
TNTS727,Augusta University,184802.15,5.7,67.89,188.2,75.14,4434,65974,93.28,6.72
AIND141,Georgia Highlands College,249995.62,3.3,93.94,181.28,86.38,2839,53318,94.68,5.32
NITS782,University of Central Florida (UCF),228728.94,2.5,51.85,185.91,86.66,4681,27436,82.94,17.06
DANN164,New College of Florida,220547.06,2.4,78.68,301.88,80.14,3262,28776,88.66,11.34
RMAE287,Kennesaw State University,233604.3,3.9,69.02,248.28,84.67,4490,42248,89.37,10.63
IADN113,University of South Florida (USF),156904.57,5.6,77.2,258.45,84.11,1561,33994,95.41,4.59
NAJP435,Georgia Highlands College,230798.98,6.8,75.5,254.02,75.64,2512,13242,81.03,18.97
AINI149,University of Massachusetts Boston (UMass Boston),194731.04,1.5,84.79,189.0,96.78,4369,20041,78.20,21.80
IISN793,"University of California, Riverside (UC Riverside)",221157.23,7.3,80.96,255.9,93.37,3003,65526,95.42,4.58
ANIN179,Westfield State University,188015.36,3.9,64.82,255.05,79.89,1021,57291,98.22,1.78
RRMR273,Massachusetts College of Art and Design (MassArt),201033.44,4.5,63.18,164.31,78.11,1500,18004,91.67,8.33
ANDI169,Florida International University (FIU),217776.65,4.0,78.32,296.55,77.44,2131,23861,91.07,8.93
TNTN733,University of Central Florida (UCF),220527.34,1.7,90.39,324.72,89.4,3501,17137,79.57,20.43
NDNN106,Eastern Kentucky University (EKU),237213.38,1.1,76.98,331.68,93.67,2773,10277,73.02,26.98
SNTI713,"University of California, Irvine (UC Irvine)",245742.99,2.4,85.64,233.71,76.4,2690,11306,76.21,23.79
IDNA171,Valdosta State University (VSU),196809.69,9.3,66.72,177.35,98.51,3099,39894,92.23,7.77
RRRE226,Florida International University (FIU),205847.07,6.5,53.21,301.21,76.68,3512,25296,86.12,13.88
NADD165,Florida A&M University (Florida A&M),217887.13,5.8,59.3,238.81,98.28,1300,45582,97.15,2.85
GIGT660,Georgia Southern University,232562.12,1.1,61.0,338.02,78.92,4255,33505,87.30,12.70
NADA127,University of Florida (UF),183838.56,2.5,86.91,213.44,88.81,3927,74350,94.72,5.28
SISS711,Southern Connecticut State University (SCSU),167233.6,5.4,68.91,330.68,86.28,3550,15118,76.52,23.48
ADAI138,"University of California, San Diego (UC San Diego)",210788.45,5.7,52.46,171.18,77.65,1510,22367,93.25,6.75
AEMA208,Florida Gulf Coast University (FGCU),173414.3,6.6,95.07,159.41,86.19,2461,23445,89.50,10.50
DIIN162,University of Central Florida (UCF),204452.31,1.7,76.07,328.71,82.44,4358,65560,93.35,6.65
TSST721,Augusta University,155180.16,4.6,87.72,225.72,89.99,3903,12292,68.25,31.75
AANN195,"University of California, Riverside (UC Riverside)",217013.31,5.1,51.38,179.94,79.17,2188,14440,84.85,15.15
JAAA401,Florida Atlantic University (FAU),209141.46,2.8,89.28,171.91,85.21,4301,70514,93.90,6.10
IDAA196,East Georgia State College,189017.56,5.3,60.19,229.44,92.43,3383,35187,90.39,9.61
AMRM232,"California State University, East Bay (CSUEB)",181733.66,5.3,64.78,341.08,93.0,2776,59501,95.33,4.67
INDD103,Massachusetts College of Liberal Arts,158627.41,8.0,91.84,288.51,78.68,4554,39241,88.39,11.61
NTTT719,"California State University, Dominguez Hills (CSUDH)",159489.54,8.5,83.1,229.36,81.66,3816,55594,93.14,6.86
AIDN117,Valdosta State University (VSU),173164.18,2.8,89.97,178.11,89.07,1092,24866,95.61,4.39
ITTI616,"California State University, East Bay (CSUEB)",246733.8,7.6,50.29,288.3,92.01,4492,56227,92.01,7.99
DNAA173,"California State University, Fresno (Fresno State)",167348.87,1.3,76.47,182.77,81.26,4193,17389,75.89,24.11
RREM248,Georgia State University (GSU),245874.43,1.3,71.92,185.0,83.55,3677,67848,94.58,5.42
DANN168,Westfield State University,178106.69,3.8,60.85,305.07,84.28,1044,55367,98.11,1.89
PPPN465,"University of Louisville (Louisville, U of L, or UL)",209953.79,4.3,89.29,322.13,78.43,4327,58289,92.58,7.42
AIDD197,"University of California, Riverside (UC Riverside)",168491.25,9.9,83.02,244.38,76.15,3396,27380,87.60,12.40
TNNT739,Fitchburg State University,173109.69,1.2,60.79,176.01,88.02,1278,20942,93.90,6.10
ADDN138,University of Florida (UF),200675.55,1.7,58.28,307.56,86.05,2288,40023,94.28,5.72
AEAE243,Florida International University (FIU),158241.53,3.2,70.87,258.4,88.45,1157,20049,94.23,5.77
IAAD115,"University of California, Davis (UC Davis)",194580.93,6.9,65.11,219.67,86.38,3519,47549,92.60,7.40
NSTT775,"California State University, Dominguez Hills (CSUDH)",195657.65,1.2,85.91,239.02,83.92,3539,19725,82.06,17.94
INDD188,Murray State University,201502.35,1.7,60.3,319.0,75.04,1068,40595,97.37,2.63
SIII741,University of Central Florida (UCF),194464.8,5.0,56.05,226.49,83.23,4567,51372,91.11,8.89
IAIN171,Georgia State University (GSU),184479.42,1.2,86.28,190.44,90.66,3695,48269,92.34,7.66
EARM292,Bainbridge State College,244821.03,8.4,79.39,229.78,98.62,3671,70685,94.81,5.19
IDAI146,"University of California, Riverside (UC Riverside)",230590.47,2.3,62.37,247.8,96.45,1556,43275,96.40,3.60
SITN778,Georgia Highlands College,205202.07,3.1,51.32,333.58,88.21,1897,57250,96.69,3.31
NIDD102,"University of California, San Francisco (UCSF)",169372.51,5.5,83.76,156.96,76.48,2492,42698,94.16,5.84
TNIN712,Albany State University,171719.67,2.5,88.94,249.96,84.12,3314,25767,87.14,12.86
NNAA186,Salem State University,247224.76,5.8,87.76,221.56,89.59,4179,48252,91.34,8.66
AERA255,University of Massachusetts Medical School,222619.96,4.8,96.55,262.26,89.51,3192,23879,86.63,13.37
NINI112,"University of California, Davis (UC Davis)",249821.75,10.0,87.82,321.65,96.48,2976,44789,93.36,6.64
NITT765,University of Massachusetts Lowell (UMass Lowell),181045.38,1.6,54.53,153.15,85.09,1326,49333,97.31,2.69
AIND162,"University of Louisville (Louisville, U of L, or UL)",241310.26,4.5,60.05,336.66,78.64,3086,10081,69.39,30.61
JNAP403,Clayton State University,167121.58,1.8,81.43,218.91,96.41,4557,42242,89.21,10.79
DIAI135,"University of Louisville (Louisville, U of L, or UL)",196614.06,2.4,70.36,234.48,89.05,4061,64450,93.70,6.30
ARMA237,Westfield State University,188063.18,6.2,96.51,217.66,79.14,3837,42197,90.91,9.09
IDDI104,Massachusetts Maritime Academy,166576.07,8.7,62.71,250.06,94.38,1106,62563,98.23,1.77
GIIG685,"California State University, East Bay (CSUEB)",224250.81,1.5,79.05,322.56,88.25,2597,18076,85.63,14.37
IAIN136,Bainbridge State College,222412.92,2.2,56.38,248.09,79.76,3279,70707,95.36,4.64
SIIS775,Framingham State University,202878.94,4.0,65.78,332.31,91.38,1412,70154,97.99,2.01
NNNI134,"University of California, Santa Cruz (UC Santa Cruz)",245024.15,2.7,98.92,338.64,93.51,2590,74456,96.52,3.48
MMRE216,University of Massachusetts Medical School,211566.21,6.8,67.27,231.38,92.05,4367,22643,80.71,19.29
DNNN182,Savannah State University,210247.33,9.6,60.37,332.67,88.56,2362,34179,93.09,6.91
JPPN465,Massachusetts College of Liberal Arts,234773.36,8.3,97.92,322.57,94.5,2069,53512,96.13,3.87
NIAI177,University of North Georgia (UNG),167279.9,1.3,81.34,282.77,94.81,2304,69938,96.71,3.29
TSTN771,Florida State University (FSU),156622.18,6.0,50.62,270.82,91.53,4003,54537,92.66,7.34
DNDN131,Westfield State University,179112.66,8.8,52.43,265.79,86.18,2512,15507,83.80,16.20
RMEM297,Kentucky State University,203087.79,3.8,91.12,260.03,87.14,2013,27594,92.70,7.30
DDID129,University of Massachusetts Boston (UMass Boston),196808.76,8.8,59.37,266.6,91.54,2228,72456,96.93,3.07
NTNS784,University of Georgia (UGA),228275.86,3.1,89.91,271.69,98.32,1269,37886,96.65,3.35
NANI143,University of Florida (UF),233345.81,6.4,91.13,184.63,89.3,1380,25525,94.59,5.41
IIII635,Salem State University,211297.14,3.8,80.51,278.33,82.68,2032,23750,91.44,8.56
IDNN198,University of Massachusetts Boston (UMass Boston),184102.01,2.3,72.73,346.2,94.58,2986,44828,93.34,6.66
AMEA247,Georgia Highlands College,156860.07,1.4,62.41,340.53,85.14,1731,49410,96.50,3.50
INDA131,Westfield State University,156262.34,5.7,81.3,302.66,86.44,2882,26696,89.20,10.80
TTTT793,"University of California, Merced (UC Merced)",242536.86,4.9,84.11,178.87,95.51,1076,71088,98.49,1.51
IAIA153,"University of California, Riverside (UC Riverside)",164460.25,4.2,52.67,207.17,93.41,4546,14673,69.02,30.98
SNTT707,University of Massachusetts Amherst (UMass Amherst),237254.42,2.1,54.88,281.42,77.01,2209,27588,91.99,8.01
DINI133,"University of California, Davis (UC Davis)",157961.26,1.3,77.42,194.76,98.27,3571,60740,94.12,5.88
AAAM229,Westfield State University,175867.62,5.6,90.57,155.92,87.2,4723,40587,88.36,11.64
NADD118,Fitchburg State University,198188.31,6.7,93.97,230.38,93.92,4735,46506,89.82,10.18
STIN771,Augusta University,175464.53,3.8,76.7,168.76,93.09,2464,15486,84.09,15.91
IDIN168,"California State University, East Bay (CSUEB)",193652.78,7.2,80.14,321.43,92.33,2643,49186,94.63,5.37
PAAJ470,"University of California, Davis (UC Davis)",156038.0,9.9,54.29,290.22,91.1,1049,52903,98.02,1.98
NIAA116,Massachusetts College of Art and Design (MassArt),198535.55,3.7,61.24,239.3,91.21,2063,40344,94.89,5.11
EMMM245,"California State University, Chico (Chico State)",227591.19,9.3,78.37,219.84,75.89,1643,69185,97.63,2.37
DIAD135,Georgia College and State University,192012.13,1.2,63.88,249.01,78.99,3369,22964,85.33,14.67
ITTN760,New College of Florida,212129.04,8.9,83.03,166.23,99.37,4140,57102,92.75,7.25
NDDA136,"University of California, Los Angeles (UCLA)",197722.76,9.1,88.79,270.02,99.72,1649,36089,95.43,4.57
NTIT727,Florida Polytechnic University (Florida Poly or FPU),155603.96,3.6,84.54,242.46,81.41,1542,73296,97.90,2.10
DNID121,Kennesaw State University,219558.32,1.4,85.28,150.65,80.23,3523,17830,80.24,19.76
MRME220,Florida Polytechnic University (Florida Poly or FPU),233328.33,3.9,76.37,166.92,96.84,3027,49405,93.87,6.13
DAND183,Dalton State College,181675.44,4.4,86.36,270.53,78.15,1869,54781,96.59,3.41
JNAA457,Dalton State College,182627.85,6.2,92.77,236.53,90.35,4467,36417,87.73,12.27
AAAN193,University of West Florida (UWF),213604.37,8.4,71.64,237.16,98.81,1970,24984,92.11,7.89
NSSS729,Columbus State University,225160.2,3.0,75.94,315.07,75.35,1701,38530,95.59,4.41
AIII129,"University of California, Davis (UC Davis)",197416.18,6.1,83.88,234.1,90.5,4726,62188,92.40,7.60
AMEA221,Albany State University,240999.19,4.9,90.31,318.5,93.74,3649,18934,80.73,19.27
ADAN131,Dalton State College,211143.22,3.4,63.03,153.09,83.94,1467,59467,97.53,2.47
GGGG610,Western Kentucky University (WKU),244579.79,7.7,75.22,201.44,91.7,2571,52664,95.12,4.88
NNAI132,University of Massachusetts Lowell (UMass Lowell),196594.9,1.2,63.97,267.44,97.73,2689,32649,91.76,8.24
NINS725,Eastern Connecticut State University (ECSU),188423.33,9.6,98.87,152.51,91.88,1320,21123,93.75,6.25
ADIN166,"California State University, Bakersfield (CSUB)",159841.84,6.8,89.33,223.81,90.91,2633,52817,95.01,4.99
EMEE257,Morehead State University,210844.94,5.8,80.54,243.36,76.24,2181,22980,90.51,9.49
DDIA100,Georgia Institute of Technology (Georgia Tech),195932.25,4.2,54.67,224.08,88.65,3723,19202,80.61,19.39
TIIN761,"University of California, Berkeley (UC Berkeley)",232389.42,4.2,65.72,250.19,76.19,1311,50026,97.38,2.62
DIIA191,University of North Florida (UNF),157001.99,3.1,57.97,238.55,91.22,1433,25783,94.44,5.56
SITI782,Dalton State College,219238.57,1.3,85.77,323.04,83.02,3065,51918,94.10,5.90
DDDA149,Eastern Kentucky University (EKU),224265.92,2.0,92.51,347.01,94.53,1155,50279,97.70,2.30
AEAA282,Augusta University,211264.6,1.3,95.36,336.27,80.6,3607,72208,95.00,5.00
AIII167,Fort Valley State University,219615.14,1.3,96.27,230.37,90.53,3085,31595,90.24,9.76
SNSI797,Bridgewater State University,160839.37,1.2,71.75,269.6,84.11,2144,67474,96.82,3.18
DIND182,University of Massachusetts Dartmouth (UMass Dartmouth),168667.26,3.1,56.42,253.57,84.62,1046,49167,97.87,2.13
JAAP423,Morehead State University,169708.83,5.4,54.0,193.89,89.04,3840,26734,85.64,14.36
DAAD132,University of Central Florida (UCF),207185.95,5.0,63.13,312.83,89.56,4494,70661,93.64,6.36
MAMA288,Salem State University,225885.84,3.4,55.07,196.02,93.45,1409,43990,96.80,3.20
IANN192,University of North Florida (UNF),229595.61,5.3,81.07,186.59,76.86,3937,52605,92.52,7.48
NSNI742,Fitchburg State University,176887.75,2.3,83.23,325.81,77.88,3100,22965,86.50,13.50
NIAA133,"California State University, Bakersfield (CSUB)",188945.56,9.1,72.43,289.99,84.69,2325,70909,96.72,3.28
TTSS778,Murray State University,229238.82,4.1,91.48,277.4,84.86,4702,47991,90.20,9.80
DNNA157,Atlanta Metropolitan State College,232342.88,1.1,92.42,305.37,81.95,2103,64468,96.74,3.26
MMEA242,Kentucky State University,185237.08,9.2,84.25,286.64,87.04,3595,17026,78.89,21.11
IDAD170,"University of California, Santa Cruz (UC Santa Cruz)",203227.26,5.6,95.15,209.35,87.9,3491,67267,94.81,5.19
PJNP402,"California State University, East Bay (CSUEB)",204205.27,5.9,75.68,208.29,85.2,3190,39366,91.90,8.10
IADN133,Albany State University,246645.04,7.7,80.88,210.03,78.96,1344,57286,97.65,2.35
ISTN784,Florida Atlantic University (FAU),230437.94,5.7,80.58,276.39,82.13,2708,70169,96.14,3.86
NNAA197,"University of California, Davis (UC Davis)",156146.23,4.4,52.83,333.81,85.53,1729,47964,96.40,3.60
EAAE244,"University of California, San Francisco (UCSF)",227646.49,4.9,99.59,167.45,99.66,2980,63394,95.30,4.70
DAAD168,"California State University, East Bay (CSUEB)",160533.01,7.1,70.58,213.41,96.45,2768,29284,90.55,9.45
ISTT790,Florida Gulf Coast University (FGCU),175913.66,3.0,60.23,334.75,97.0,4652,54814,91.51,8.49
IAID197,Florida Polytechnic University (Florida Poly or FPU),182499.89,1.5,64.7,158.58,79.08,1533,25994,94.10,5.90
NTTI713,Bainbridge State College,186373.13,4.0,62.3,344.31,78.41,3012,39144,92.31,7.69
NAAN150,Florida Polytechnic University (Florida Poly or FPU),175745.83,5.4,53.06,174.32,83.62,4545,31055,85.36,14.64
MREA262,University of Massachusetts Lowell (UMass Lowell),178736.48,1.2,86.3,162.55,85.34,4299,66773,93.56,6.44
DNIN152,"University of California, Riverside (UC Riverside)",177515.99,8.5,89.95,207.71,75.43,4580,63911,92.83,7.17
NTTI744,University of North Florida (UNF),170157.15,8.3,85.46,217.64,80.15,1277,35010,96.35,3.65
NIDD124,Eastern Connecticut State University (ECSU),154819.55,8.7,70.56,246.1,90.72,3235,16599,80.51,19.49
TSTT713,New College of Florida,207721.13,3.0,98.95,274.22,95.35,1130,52309,97.84,2.16
INID132,Southern Connecticut State University (SCSU),237114.15,5.6,80.63,230.08,95.35,2392,64779,96.31,3.69
ARMR258,College of Coastal Georgia,225456.98,7.9,83.51,262.55,84.53,1372,12195,88.75,11.25
IDND136,Albany State University,150053.79,7.4,68.84,348.64,98.5,3661,65485,94.41,5.59
TGII662,"University of California, Irvine (UC Irvine)",158680.18,7.4,89.31,249.02,97.65,1751,41451,95.78,4.22
NDDI138,Georgia College and State University,215204.6,4.0,99.39,287.43,86.26,3620,52854,93.15,6.85
NNPA419,Massachusetts College of Liberal Arts,217460.52,9.8,87.25,343.09,89.71,2872,60116,95.22,4.78
DADN101,Albany State University,230259.15,2.9,59.3,323.39,80.77,3407,38486,91.15,8.85
EARA289,University of South Florida (USF),183250.6,7.6,94.62,336.74,84.12,1523,51940,97.07,2.93
IAIN175,Georgia Institute of Technology (Georgia Tech),210040.3,7.6,95.15,191.76,87.27,1667,61631,97.30,2.70
NSSS726,Georgia State University (GSU),194768.17,2.4,85.16,275.82,93.2,3239,59277,94.54,5.46
IDNI132,University of Massachusetts Medical School,227674.94,6.0,86.44,257.99,97.39,3368,44703,92.47,7.53
ISTN706,"University of California, Irvine (UC Irvine)",164672.07,5.3,78.1,339.2,93.71,3253,68425,95.25,4.75
IADD182,Middle Georgia State University,195773.96,7.2,90.56,227.53,86.96,3650,64602,94.35,5.65
REMM242,"California State University, Fresno (Fresno State)",167678.2,6.2,99.11,251.61,88.1,1275,47033,97.29,2.71
INAN190,University of Massachusetts Amherst (UMass Amherst),224031.18,8.8,70.92,280.29,89.01,2463,15871,84.48,15.52
AJAA464,"University of California, Los Angeles (UCLA)",174516.9,3.5,86.36,151.51,95.59,2720,63186,95.70,4.30
ANNI141,Georgia Highlands College,237215.44,4.8,82.33,220.42,97.97,1456,21465,93.22,6.78
IGGT654,Florida State University (FSU),172833.05,7.8,99.38,307.62,76.41,3669,12599,70.88,29.12
DNNI166,Georgia Southern University,238249.72,8.5,57.3,341.92,80.15,1932,38628,95.00,5.00
AAEE297,University of Massachusetts Dartmouth (UMass Dartmouth),225803.3,7.7,51.74,254.55,78.61,1119,51833,97.84,2.16
INAD138,University of South Florida (USF),238471.86,9.4,96.0,193.5,90.01,4403,62023,92.90,7.10
TNTS722,"University of California, San Diego (UC San Diego)",243336.85,9.9,68.05,200.32,77.47,4536,14163,67.97,32.03
DNIA152,"California State University, Fresno (Fresno State)",200686.51,1.0,53.05,243.31,94.92,4493,22909,80.39,19.61
SSNN703,"University of California, Davis (UC Davis)",174869.71,3.8,97.89,328.06,91.63,4617,61670,92.51,7.49
ANDD157,"California State University, Dominguez Hills (CSUDH)",242694.35,9.9,94.76,268.08,86.36,4309,39079,88.97,11.03
REER214,"California State University, Chico (Chico State)",195989.55,5.6,96.16,313.52,95.78,1769,41963,95.78,4.22
AADN130,"University of California, Irvine (UC Irvine)",225692.17,1.8,69.27,277.22,99.59,4037,63343,93.63,6.37
SNNN731,Central Connecticut State University (CCSU),181057.34,3.4,76.89,166.97,88.48,2829,62914,95.50,4.50
DANA128,University of Massachusetts Medical School,197669.61,9.1,81.08,275.93,79.58,1200,14339,91.63,8.37
SNNT798,Dalton State College,155227.26,2.4,74.74,197.4,92.33,3342,40300,91.71,8.29
NADN172,Massachusetts College of Liberal Arts,246414.81,1.7,92.1,173.95,79.01,3395,66156,94.87,5.13
AEME297,Georgia Institute of Technology (Georgia Tech),153852.21,4.9,96.32,229.83,86.86,1188,36227,96.72,3.28
