loan_id,customer_id,loan_type,principal_amount,interest_rate,term_month,start_date,end_date
1032640,972404,Education,1542805.32,7.96,90,2014-05-01 23:15:41.642873,2021-09-21 23:15:41.642873
1032896,283650,Vehicle,926070.17,13.14,99,2015-05-10 23:15:41.642873,2023-06-27 23:15:41.642873
1033153,119220,Education,1758127.18,13.12,71,2020-05-18 23:15:41.642873,2026-03-18 23:15:41.642873
1033411,831174,Housing,1858974.71,9.9,41,2022-08-23 23:15:41.642873,2026-01-04 23:15:41.642873
1033670,756330,Business,1170880.88,8.15,111,2021-05-02 23:15:41.642873,2030-06-14 23:15:41.642873
1033930,680327,Personal,1819543.61,15.5,71,2017-06-02 23:15:41.642873,2023-04-02 23:15:41.642873
1034191,241540,Education,1273015.44,9.88,120,2018-04-08 23:15:41.642873,2028-02-15 23:15:41.642873
1034453,670755,Housing,686013.25,15.17,86,2014-01-10 23:15:41.642873,2021-02-02 23:15:41.642873
1034716,750036,Housing,1682771.4,15.36,44,2016-01-23 23:15:41.642873,2019-09-04 23:15:41.642873
1034980,917827,Housing,751352.7,8.82,44,2016-07-26 23:15:41.642873,2020-03-07 23:15:41.642873
1035245,809531,Business,1170332.15,13.07,49,2023-04-08 23:15:41.642873,2027-04-17 23:15:41.642873
1035511,214351,Education,1518621.63,15.49,59,2022-01-08 23:15:41.642873,2026-11-13 23:15:41.642873
1035778,808349,Education,892735.62,8.95,75,2020-09-01 23:15:41.642873,2026-10-30 23:15:41.642873
1036046,614377,Business,897067.89,10.72,57,2014-03-19 23:15:41.642873,2018-11-23 23:15:41.642873
1036315,416606,Housing,1207332.71,11.19,37,2022-02-28 23:15:41.642873,2025-03-14 23:15:41.642873
1036585,512688,Personal,1759920.2,12.68,79,2024-03-23 23:15:41.642873,2030-09-18 23:15:41.642873
1036856,408730,Vehicle,818289.1,7.53,101,2024-01-08 23:15:41.642873,2032-04-25 23:15:41.642873
1037128,557089,Education,1396345.5,9.43,90,2018-04-04 23:15:41.642873,2025-08-25 23:15:41.642873
1037401,169775,Vehicle,1667059.96,7.52,96,2020-03-26 23:15:41.642873,2028-02-13 23:15:41.642873
1037675,667679,Business,1556716.41,13.77,87,2018-12-29 23:15:41.642873,2026-02-20 23:15:41.642873
1037950,528849,Personal,670238.15,8.92,75,2015-10-01 23:15:41.642873,2021-11-28 23:15:41.642873
1038226,313181,Personal,842376.42,14.47,118,2021-11-29 23:15:41.642873,2031-08-09 23:15:41.642873
1038503,993314,Vehicle,1171712.36,11.34,87,2022-05-13 23:15:41.642873,2029-07-05 23:15:41.642873
1038781,605203,Housing,1735787.71,8.59,107,2018-06-15 23:15:41.642873,2027-03-30 23:15:41.642873
1039060,914113,Vehicle,1544904.27,7.98,39,2013-11-04 23:15:41.642873,2017-01-17 23:15:41.642873
1039340,987277,Business,719772.46,13.02,102,2013-07-01 23:15:41.642873,2021-11-16 23:15:41.642873
1039621,926764,Housing,960887.48,14.07,81,2016-09-29 23:15:41.642873,2023-05-26 23:15:41.642873
1039903,228516,Housing,999170.8,7.86,111,2014-10-23 23:15:41.642873,2023-12-05 23:15:41.642873
1040186,222997,Housing,1629755.37,15.28,49,2020-06-17 23:15:41.642873,2024-06-26 23:15:41.642873
1040470,526124,Business,1870115.47,8.48,75,2017-09-24 23:15:41.642873,2023-11-22 23:15:41.642873
1040755,12346,Vehicle,1729601.05,10.97,57,2015-01-06 23:15:41.642873,2019-09-12 23:15:41.642873
1041041,186676,Housing,950874.52,8.56,112,2015-12-08 23:15:41.642873,2025-02-18 23:15:41.642873
1041328,870896,Personal,968419.27,14.19,104,2016-01-10 23:15:41.642873,2024-07-26 23:15:41.642873
1041616,575574,Housing,1642174.01,10.25,109,2023-01-27 23:15:41.642873,2032-01-10 23:15:41.642873
1041905,671694,Personal,1322176.13,8.11,79,2020-03-21 23:15:41.642873,2026-09-16 23:15:41.642873
1042195,744383,Personal,1799830.01,15.43,112,2017-11-15 23:15:41.642873,2027-01-27 23:15:41.642873
1042486,180296,Housing,647484.51,9.99,94,2013-08-23 23:15:41.642873,2021-05-13 23:15:41.642873
1042778,450758,Education,1371304.67,10.44,63,2022-11-22 23:15:41.642873,2028-01-25 23:15:41.642873
1043071,566268,Personal,1038724.93,11.13,73,2015-08-12 23:15:41.642873,2021-08-10 23:15:41.642873
1043365,838268,Housing,1218609.51,10.28,60,2024-04-08 23:15:41.642873,2029-03-13 23:15:41.642873
1043660,365871,Business,945699.94,10.08,73,2021-04-27 23:15:41.642873,2027-04-26 23:15:41.642873
1043956,407373,Vehicle,1402983.92,14.17,62,2019-11-01 23:15:41.642873,2024-12-04 23:15:41.642873
1044253,664440,Personal,1354304.6,8.54,75,2018-12-02 23:15:41.642873,2025-01-29 23:15:41.642873
1044551,613745,Housing,955190.59,8.71,51,2016-03-23 23:15:41.642873,2020-05-31 23:15:41.642873
1044850,823307,Education,984970.01,14.84,118,2013-01-24 23:15:41.642873,2022-10-04 23:15:41.642873
1045150,239869,Personal,665104.71,10.68,68,2013-11-12 23:15:41.642873,2019-06-14 23:15:41.642873
1045451,46767,Personal,805246.47,11.39,44,2018-04-17 23:15:41.642873,2021-11-27 23:15:41.642873
1045753,191146,Vehicle,1845593.3,15.63,59,2017-05-23 23:15:41.642873,2022-03-28 23:15:41.642873
1046056,277502,Vehicle,1654638.31,7.66,51,2020-11-22 23:15:41.642873,2025-01-30 23:15:41.642873
1046360,110577,Housing,648105.65,10.8,59,2012-11-23 23:15:41.642873,2017-09-28 23:15:41.642873
1046665,442130,Personal,819854.64,10.8,54,2016-11-02 23:15:41.642873,2021-04-10 23:15:41.642873
1046971,396471,Housing,684324.4,14.51,80,2016-04-12 23:15:41.642873,2022-11-07 23:15:41.642873
1047278,781385,Vehicle,1860193.1,10.11,113,2013-10-22 23:15:41.642873,2023-02-02 23:15:41.642873
1047586,520535,Housing,1714492.67,12.27,54,2024-06-11 23:15:41.642873,2028-11-17 23:15:41.642873
1047895,239141,Vehicle,1988830.82,14.68,57,2019-06-26 23:15:41.642873,2024-03-01 23:15:41.642873
1048205,246631,Personal,536867.39,9.27,94,2023-07-08 23:15:41.642873,2031-03-28 23:15:41.642873
1048516,136793,Housing,1777282.04,8.48,40,2023-07-05 23:15:41.642873,2026-10-17 23:15:41.642873
1048828,917559,Personal,1401850.08,15.1,37,2017-11-13 23:15:41.642873,2020-11-27 23:15:41.642873
1049141,630129,Vehicle,920969.93,15.4,36,2018-12-27 23:15:41.642873,2021-12-11 23:15:41.642873
1049455,831439,Housing,920553.84,15.5,41,2017-04-24 23:15:41.642873,2020-09-05 23:15:41.642873
1049770,72716,Business,893207.55,15.33,92,2021-05-07 23:15:41.642873,2028-11-26 23:15:41.642873
1050086,392067,Business,628449.78,14.38,70,2024-03-19 23:15:41.642873,2029-12-18 23:15:41.642873
1050403,525844,Housing,528681.49,10.0,83,2017-06-22 23:15:41.642873,2024-04-16 23:15:41.642873
1050721,787573,Business,966729.96,13.92,58,2018-01-02 23:15:41.642873,2022-10-08 23:15:41.642873
1051040,792192,Business,1106954.07,14.0,90,2019-10-02 23:15:41.642873,2027-02-22 23:15:41.642873
1051360,769074,Business,1508409.38,8.41,82,2021-10-20 23:15:41.642873,2028-07-15 23:15:41.642873
1051681,229083,Personal,1171719.21,10.8,98,2020-11-20 23:15:41.642873,2028-12-08 23:15:41.642873
1052003,615107,Vehicle,1600473.26,12.11,111,2013-06-25 23:15:41.642873,2022-08-07 23:15:41.642873
1052326,64521,Business,1740638.33,9.57,80,2018-10-13 23:15:41.642873,2025-05-09 23:15:41.642873
1052650,745711,Business,999325.28,10.59,81,2023-11-01 23:15:41.642873,2030-06-27 23:15:41.642873
1052975,88790,Personal,1617140.56,13.72,63,2013-01-21 23:15:41.642873,2018-03-26 23:15:41.642873
1053301,508845,Housing,775415.1,9.03,37,2024-04-14 23:15:41.642873,2027-04-29 23:15:41.642873
1053628,845862,Education,1200825.25,10.81,117,2017-04-22 23:15:41.642873,2026-12-01 23:15:41.642873
1053956,517946,Education,1381255.39,9.97,65,2022-06-27 23:15:41.642873,2027-10-29 23:15:41.642873
1054285,590575,Education,1576772.14,10.71,98,2022-11-28 23:15:41.642873,2030-12-16 23:15:41.642873
1054615,920483,Personal,1705683.51,9.1,60,2018-04-16 23:15:41.642873,2023-03-21 23:15:41.642873
1054946,642999,Business,1660313.7,11.52,64,2014-05-21 23:15:41.642873,2019-08-23 23:15:41.642873
1055278,882121,Housing,1782069.54,12.79,55,2021-02-19 23:15:41.642873,2025-08-27 23:15:41.642873
1055611,133668,Education,762819.78,13.82,95,2013-05-10 23:15:41.642873,2021-02-27 23:15:41.642873
1055945,92696,Personal,1772730.92,10.94,41,2015-05-26 23:15:41.642873,2018-10-07 23:15:41.642873
1056280,710394,Housing,1134166.49,12.74,114,2016-05-16 23:15:41.642873,2025-09-26 23:15:41.642873
1056616,482491,Housing,1564338.28,8.57,80,2019-11-17 23:15:41.642873,2026-06-13 23:15:41.642873
1056953,750129,Education,1294151.45,10.89,42,2024-06-20 23:15:41.642873,2027-12-02 23:15:41.642873
1057291,415692,Personal,871909.67,12.89,43,2014-08-28 23:15:41.642873,2018-03-10 23:15:41.642873
1057630,571688,Housing,1591551.21,12.46,97,2021-02-16 23:15:41.642873,2029-02-04 23:15:41.642873
1057970,959873,Housing,835275.8,14.48,49,2020-01-07 23:15:41.642873,2024-01-16 23:15:41.642873
1058311,869222,Business,1529866.53,12.92,59,2016-11-12 23:15:41.642873,2021-09-17 23:15:41.642873
1058653,195027,Business,1539189.51,14.54,36,2016-05-01 23:15:41.642873,2019-04-16 23:15:41.642873
1058996,865409,Vehicle,806175.23,12.98,98,2020-06-26 23:15:41.642873,2028-07-14 23:15:41.642873
1059340,305312,Vehicle,1234439.79,13.7,108,2013-03-02 23:15:41.642873,2022-01-14 23:15:41.642873
1059685,337165,Vehicle,1421363.39,8.52,79,2018-02-23 23:15:41.642873,2024-08-20 23:15:41.642873
1060031,178903,Business,648359.68,8.01,80,2016-02-06 23:15:41.642873,2022-09-02 23:15:41.642873
1060378,286559,Personal,512379.48,7.91,97,2014-06-13 23:15:41.642873,2022-06-01 23:15:41.642873
1060726,284829,Education,1461339.94,10.23,50,2015-10-02 23:15:41.642873,2019-11-10 23:15:41.642873
1061075,449671,Vehicle,1500221.72,14.45,87,2024-05-04 23:15:41.642873,2031-06-27 23:15:41.642873
1061425,973036,Personal,681207.81,8.83,68,2018-08-17 23:15:41.642873,2024-03-18 23:15:41.642873
1061776,468350,Business,743170.02,13.23,48,2015-06-08 23:15:41.642873,2019-05-18 23:15:41.642873
1062128,199636,Business,1833461.7,9.78,112,2018-02-03 23:15:41.642873,2027-04-17 23:15:41.642873
1062481,319165,Education,1594454.49,13.58,71,2015-08-24 23:15:41.642873,2021-06-23 23:15:41.642873
1062835,524365,Education,1890372.35,14.93,86,2020-02-27 23:15:41.642873,2027-03-22 23:15:41.642873
1063190,772795,Housing,1891044.8,13.46,58,2020-05-12 23:15:41.642873,2025-02-15 23:15:41.642873
1063546,396578,Housing,1691444.11,15.23,39,2024-07-06 23:15:41.642873,2027-09-19 23:15:41.642873
1063903,121827,Personal,1729587.81,15.2,44,2016-02-03 23:15:41.642873,2019-09-15 23:15:41.642873
1064261,615292,Personal,1057933.21,14.76,41,2018-12-07 23:15:41.642873,2022-04-20 23:15:41.642873
1064620,681522,Housing,770448.72,14.6,105,2024-01-23 23:15:41.642873,2032-09-07 23:15:41.642873
1064980,856272,Business,1242908.94,8.41,40,2024-05-26 23:15:41.642873,2027-09-08 23:15:41.642873
1065341,395496,Education,1948870.92,8.41,73,2020-09-01 23:15:41.642873,2026-08-31 23:15:41.642873
1065703,808433,Education,1348222.82,11.39,63,2020-09-02 23:15:41.642873,2025-11-05 23:15:41.642873
1066066,64610,Vehicle,784753.61,14.43,67,2022-05-23 23:15:41.642873,2027-11-23 23:15:41.642873
1066430,298018,Business,1679892.96,14.97,82,2021-06-21 23:15:41.642873,2028-03-16 23:15:41.642873
1066795,809969,Personal,1476858.28,12.9,37,2015-10-28 23:15:41.642873,2018-11-11 23:15:41.642873
1067161,336618,Personal,613753.3,13.65,104,2023-09-08 23:15:41.642873,2032-03-24 23:15:41.642873
1067528,807996,Personal,983885.87,14.55,37,2019-12-07 23:15:41.642873,2022-12-21 23:15:41.642873
1067896,695545,Education,1374722.96,8.36,48,2022-02-03 23:15:41.642873,2026-01-13 23:15:41.642873
1068265,631576,Housing,790672.29,13.31,77,2022-07-27 23:15:41.642873,2028-11-22 23:15:41.642873
1068635,403780,Personal,1266946.48,9.72,109,2019-11-15 23:15:41.642873,2028-10-28 23:15:41.642873
1069006,159952,Personal,945425.96,10.3,38,2019-02-08 23:15:41.642873,2022-03-24 23:15:41.642873
1069378,926728,Housing,827132.97,15.75,98,2015-08-29 23:15:41.642873,2023-09-16 23:15:41.642873
1069751,984166,Education,689153.6,9.74,84,2015-01-14 23:15:41.642873,2021-12-08 23:15:41.642873
1070125,524089,Education,1638450.08,12.87,48,2020-02-27 23:15:41.642873,2024-02-06 23:15:41.642873
1070500,739301,Housing,1006886.4,12.76,45,2018-10-10 23:15:41.642873,2022-06-21 23:15:41.642873
1070876,763888,Business,738713.32,15.72,52,2021-09-10 23:15:41.642873,2025-12-18 23:15:41.642873
1071253,396269,Housing,952573.7,9.4,65,2022-06-04 23:15:41.642873,2027-10-06 23:15:41.642873
1071631,947949,Housing,935030.18,14.8,94,2017-01-22 23:15:41.642873,2024-10-12 23:15:41.642873
1072010,31497,Vehicle,1915200.22,9.67,56,2018-04-15 23:15:41.642873,2022-11-20 23:15:41.642873
1072390,270259,Vehicle,652415.66,10.37,93,2016-01-31 23:15:41.642873,2023-09-21 23:15:41.642873
1072771,221512,Housing,1016586.34,15.06,116,2019-05-29 23:15:41.642873,2028-12-07 23:15:41.642873
1073153,389094,Business,1445607.25,11.3,109,2013-03-18 23:15:41.642873,2022-03-01 23:15:41.642873
1073536,420350,Vehicle,1861365.89,8.69,81,2018-12-15 23:15:41.642873,2025-08-10 23:15:41.642873
1073920,404224,Business,1153856.81,8.9,52,2018-08-15 23:15:41.642873,2022-11-22 23:15:41.642873
1074305,637433,Housing,1770541.98,8.34,40,2013-02-15 23:15:41.642873,2016-05-30 23:15:41.642873
1074691,582026,Personal,1880357.74,9.45,72,2021-12-02 23:15:41.642873,2027-11-01 23:15:41.642873
1075078,749508,Personal,679775.47,10.45,109,2024-08-31 23:15:41.642873,2033-08-14 23:15:41.642873
1075466,868846,Vehicle,616047.3,11.39,45,2018-12-02 23:15:41.642873,2022-08-13 23:15:41.642873
1075855,961317,Vehicle,1181406.2,10.29,77,2017-04-08 23:15:41.642873,2023-08-05 23:15:41.642873
1076245,603100,Business,1933946.63,10.56,62,2019-07-15 23:15:41.642873,2024-08-17 23:15:41.642873
1076636,183380,Housing,1976470.2,10.35,72,2024-03-03 23:15:41.642873,2030-01-31 23:15:41.642873
1077028,831519,Vehicle,674506.98,11.16,59,2018-06-09 23:15:41.642873,2023-04-14 23:15:41.642873
1077421,65660,Personal,1740532.97,15.49,95,2024-03-23 23:15:41.642873,2032-01-11 23:15:41.642873
1077815,938754,Housing,1040697.19,12.56,42,2017-05-02 23:15:41.642873,2020-10-13 23:15:41.642873
1078210,110339,Education,703665.39,11.31,51,2021-05-22 23:15:41.642873,2025-07-30 23:15:41.642873
1078606,451156,Vehicle,1265685.92,12.63,84,2015-06-18 23:15:41.642873,2022-05-12 23:15:41.642873
1079003,916408,Education,1803872.36,11.45,102,2020-01-16 23:15:41.642873,2028-06-02 23:15:41.642873
1079401,210533,Housing,1732489.9,10.09,61,2015-12-24 23:15:41.642873,2020-12-27 23:15:41.642873
1079800,79203,Business,557672.12,13.71,99,2015-10-28 23:15:41.642873,2023-12-15 23:15:41.642873
1080200,995144,Business,1041847.17,8.35,103,2014-05-11 23:15:41.642873,2022-10-26 23:15:41.642873
1080601,395751,Vehicle,1460716.75,10.41,109,2012-12-06 23:15:41.642873,2021-11-19 23:15:41.642873
1081003,704389,Business,1528245.61,9.33,105,2014-12-26 23:15:41.642873,2023-08-11 23:15:41.642873
1081406,494701,Housing,1408092.65,8.97,77,2020-01-24 23:15:41.642873,2026-05-22 23:15:41.642873
1081810,593785,Housing,1537270.01,11.53,101,2019-07-16 23:15:41.642873,2027-11-01 23:15:41.642873
1082215,742684,Vehicle,787791.4,11.88,73,2016-10-17 23:15:41.642873,2022-10-16 23:15:41.642873
1082621,742635,Business,1426734.67,8.17,83,2023-02-15 23:15:41.642873,2029-12-10 23:15:41.642873
1083028,213130,Personal,998549.65,10.6,113,2023-02-26 23:15:41.642873,2032-06-08 23:15:41.642873
1083436,588621,Vehicle,1498160.93,14.4,50,2019-03-26 23:15:41.642873,2023-05-04 23:15:41.642873
1083845,941002,Housing,1929548.0,7.5,41,2017-04-17 23:15:41.642873,2020-08-29 23:15:41.642873
1084255,993413,Personal,1021601.93,12.33,101,2015-11-06 23:15:41.642873,2024-02-22 23:15:41.642873
1084666,580393,Personal,1984587.61,12.35,94,2019-02-15 23:15:41.642873,2026-11-05 23:15:41.642873
1085078,226965,Education,1217068.19,10.03,108,2019-09-24 23:15:41.642873,2028-08-07 23:15:41.642873
1085491,518785,Education,979091.24,10.35,64,2012-12-31 23:15:41.642873,2018-04-04 23:15:41.642873
1085905,732531,Vehicle,1563943.61,10.43,45,2023-09-07 23:15:41.642873,2027-05-19 23:15:41.642873
1086320,820666,Business,698858.66,13.14,74,2021-03-15 23:15:41.642873,2027-04-13 23:15:41.642873
1086736,555788,Housing,1197571.22,13.08,80,2021-11-01 23:15:41.642873,2028-05-28 23:15:41.642873
1087153,381427,Vehicle,955875.6,12.43,91,2019-06-02 23:15:41.642873,2026-11-22 23:15:41.642873
1087571,31940,Vehicle,1309179.4,8.41,89,2018-01-10 23:15:41.642873,2025-05-03 23:15:41.642873
1087990,119969,Business,901951.13,14.88,64,2013-02-02 23:15:41.642873,2018-05-07 23:15:41.642873
1088410,63828,Education,976036.72,14.23,51,2018-11-20 23:15:41.642873,2023-01-28 23:15:41.642873
1088831,302747,Vehicle,1236574.07,14.0,46,2023-07-28 23:15:41.642873,2027-05-08 23:15:41.642873
1089253,588186,Education,1605740.42,10.15,69,2018-01-01 23:15:41.642873,2023-09-02 23:15:41.642873
1089676,850246,Vehicle,878966.79,11.18,44,2016-10-25 23:15:41.642873,2020-06-06 23:15:41.642873
1090100,209359,Housing,834761.59,7.71,96,2019-05-11 23:15:41.642873,2027-03-30 23:15:41.642873
1090525,553696,Personal,1683455.74,14.25,104,2022-06-17 23:15:41.642873,2031-01-01 23:15:41.642873
1090951,984994,Education,1971186.45,15.6,102,2015-03-29 23:15:41.642873,2023-08-14 23:15:41.642873
1091378,427040,Education,508931.64,12.58,55,2016-06-07 23:15:41.642873,2020-12-13 23:15:41.642873
1091806,841801,Education,1009038.11,11.88,120,2021-01-06 23:15:41.642873,2030-11-15 23:15:41.642873
1092235,590841,Education,802691.82,13.99,90,2021-08-21 23:15:41.642873,2029-01-11 23:15:41.642873
1092665,812885,Vehicle,600791.96,7.76,111,2019-09-16 23:15:41.642873,2028-10-28 23:15:41.642873
1093096,62019,Education,781325.28,10.92,98,2015-10-18 23:15:41.642873,2023-11-05 23:15:41.642873
1093528,349972,Education,847457.9,15.1,50,2019-09-27 23:15:41.642873,2023-11-05 23:15:41.642873
1093961,470297,Housing,1873490.38,12.33,73,2017-09-21 23:15:41.642873,2023-09-20 23:15:41.642873
1094395,698926,Personal,1518367.72,7.84,84,2018-03-01 23:15:41.642873,2025-01-23 23:15:41.642873
1094830,132110,Vehicle,1826073.58,10.39,95,2019-09-07 23:15:41.642873,2027-06-27 23:15:41.642873
1095266,944129,Housing,796333.53,14.3,74,2016-01-13 23:15:41.642873,2022-02-10 23:15:41.642873
1095703,351934,Education,1588592.63,11.69,73,2012-12-14 23:15:41.642873,2018-12-13 23:15:41.642873
1096141,153714,Vehicle,641646.01,11.31,49,2018-02-15 23:15:41.642873,2022-02-24 23:15:41.642873
1096580,696437,Personal,1363597.13,13.95,39,2016-12-24 23:15:41.642873,2020-03-08 23:15:41.642873
1097020,43096,Personal,996071.64,11.02,48,2018-05-01 23:15:41.642873,2022-04-10 23:15:41.642873
1097461,673625,Education,725058.25,12.32,36,2022-01-26 23:15:41.642873,2025-01-10 23:15:41.642873
1097903,275343,Business,621601.82,8.71,44,2023-01-05 23:15:41.642873,2026-08-17 23:15:41.642873
1098346,131776,Education,1493540.35,8.57,49,2020-08-06 23:15:41.642873,2024-08-15 23:15:41.642873
1098790,794193,Personal,1276974.76,11.97,51,2016-04-11 23:15:41.642873,2020-06-19 23:15:41.642873
1099235,53849,Vehicle,1452095.46,7.61,80,2017-12-26 23:15:41.642873,2024-07-22 23:15:41.642873
1099681,227007,Personal,1559257.78,12.62,48,2015-10-08 23:15:41.642873,2019-09-17 23:15:41.642873
1100128,345354,Education,644506.78,7.71,62,2015-01-16 23:15:41.642873,2020-02-19 23:15:41.642873
1100576,560560,Business,1178819.48,12.64,56,2016-08-31 23:15:41.642873,2021-04-07 23:15:41.642873
1101025,703474,Education,1719193.34,7.51,54,2023-07-23 23:15:41.642873,2027-12-29 23:15:41.642873
1101475,230321,Housing,801237.02,9.28,105,2019-09-25 23:15:41.642873,2028-05-10 23:15:41.642873
1101926,494666,Education,602370.58,9.64,39,2019-09-18 23:15:41.642873,2022-12-01 23:15:41.642873
1102378,481109,Education,689974.42,9.37,109,2016-07-12 23:15:41.642873,2025-06-25 23:15:41.642873
1102831,322307,Vehicle,986869.95,9.97,37,2018-11-15 23:15:41.642873,2021-11-29 23:15:41.642873
1103285,1007788,Business,1502955.55,8.4,91,2018-07-04 23:15:41.642873,2025-12-24 23:15:41.642873
1103740,636083,Education,785276.09,13.16,107,2023-10-15 23:15:41.642873,2032-07-29 23:15:41.642873
1104196,540830,Vehicle,1470314.61,12.82,81,2019-05-11 23:15:41.642873,2026-01-04 23:15:41.642873
1104653,409037,Vehicle,972348.92,12.3,91,2020-09-27 23:15:41.642873,2028-03-19 23:15:41.642873
1105111,327192,Housing,1214326.71,12.05,74,2022-03-21 23:15:41.642873,2028-04-18 23:15:41.642873
1105570,899740,Vehicle,1951106.89,8.33,67,2022-03-31 23:15:41.642873,2027-10-01 23:15:41.642873
1106030,839933,Business,637377.53,14.55,62,2013-03-30 23:15:41.642873,2018-05-03 23:15:41.642873
1106491,811194,Housing,1559789.71,12.25,58,2013-06-19 23:15:41.642873,2018-03-25 23:15:41.642873
1106953,770812,Education,909791.65,13.47,74,2017-01-22 23:15:41.642873,2023-02-20 23:15:41.642873
1107416,910065,Business,1793315.46,13.48,58,2020-04-10 23:15:41.642873,2025-01-14 23:15:41.642873
